a[m],e[prop],i[rad],r[rad],o[rad],t[rad]
7.095816949e+06,8.288000000e-04,1.292131822e+00,9.202091402e-01,2.164293794e+00,4.622033285e-01
7.107539539e+06,4.560900000e-03,1.292116114e+00,8.408123671e-01,2.361334485e+00,4.999101198e+00
7.370180294e+06,3.032760000e-02,1.293070810e+00,4.467884060e+00,5.970265226e+00,3.222439795e+00
7.152110613e+06,1.058640000e-02,1.292247014e+00,4.555215100e+00,5.846484730e+00,3.555488759e+00
7.382437562e+06,3.236490000e-02,1.292414566e+00,4.909742086e+00,1.345791970e+00,6.455030425e-01
7.379104960e+06,3.287910000e-02,1.293458273e+00,6.060655828e-02,1.528330721e+00,4.822419772e+00
7.072359897e+06,3.267200000e-03,1.292603061e+00,2.801232505e+00,2.675101051e+00,3.613072407e+00
7.104427949e+06,2.075900000e-03,1.292393622e+00,2.036677064e-01,1.850221795e+00,7.745928300e-01
7.449078695e+06,4.022390000e-02,1.290042663e+00,2.680443504e+00,3.073329336e+00,3.217573817e+00
7.111677959e+06,6.119210000e-03,1.290208470e+00,4.823550746e+00,3.434273897e+00,2.847405191e+00
7.139959782e+06,3.723200000e-03,1.292135313e+00,3.176539381e+00,4.265914559e+00,2.012567086e+00
7.157577484e+06,7.257200000e-03,1.293083027e+00,5.062529954e+00,4.896393807e+00,1.374542779e+00
7.071999033e+06,1.381400000e-03,1.292224325e+00,5.620440157e+00,1.114724340e+00,5.172972643e+00
7.068653241e+06,2.706300000e-03,1.291807191e+00,4.515723535e+00,5.462199880e-01,5.741799881e+00
7.113259679e+06,1.453700000e-03,1.292301119e+00,1.244606507e+00,2.523784496e+00,1.360519059e-01
6.919739845e+06,2.093500000e-04,1.291608224e+00,5.104039119e+00,4.154574770e+00,2.130333177e+00
7.072595246e+06,8.550000000e-04,1.292276685e+00,9.088278481e-02,1.092258462e+00,1.710968955e+00
7.142896459e+06,2.107700000e-03,1.292187673e+00,2.464680666e+00,3.742563620e+00,3.520166786e+00
7.144850907e+06,1.143430000e-02,1.292253995e+00,3.060358049e+00,4.501378674e+00,2.304934170e+00
7.154308986e+06,2.375800000e-03,1.292074227e+00,3.024702718e+00,4.302285475e+00,1.978552364e+00
7.150800439e+06,2.422520000e-03,1.292175456e+00,3.011495811e+00,4.121444930e+00,2.159729758e+00
7.137030575e+06,1.932200000e-03,1.291967761e+00,2.082024209e+00,3.685835184e+00,2.867041890e+00
7.145744065e+06,1.265650000e-02,1.291451144e+00,9.935304220e-01,3.661128303e+00,2.891113471e+00
7.118594531e+06,4.528200000e-03,1.291728651e+00,5.717169795e+00,2.267351995e+00,3.815429371e-01
7.269675507e+06,1.892659000e-02,1.288098367e+00,5.535302996e+00,1.350310628e+00,4.971659386e+00
7.073962503e+06,2.756900000e-03,1.291875259e+00,4.904064529e+00,7.739191329e-01,1.263611397e+00
7.069217322e+06,7.616300000e-03,1.292740942e+00,3.862733030e+00,4.329854696e+00,2.483502296e+00
7.100489816e+06,1.868400000e-03,1.292440746e+00,1.877153970e-01,1.678785084e+00,5.528375784e+00
7.048317976e+06,2.338500000e-03,1.291679782e+00,3.606895687e+00,3.231721456e-01,2.224875917e-01
7.124664568e+06,4.176600000e-03,1.292184182e+00,2.930214083e+00,3.970971369e+00,2.679206066e+00
7.449948596e+06,4.054580000e-02,1.290299227e+00,2.957673348e+00,3.082204335e+00,3.748070134e+00
7.048958466e+06,5.442600000e-03,1.291946818e+00,3.447367357e+00,5.188137809e+00,1.627247256e+00
7.132430761e+06,2.304810000e-03,1.292273194e+00,9.862052752e-01,3.119460133e+00,4.236978745e+00
7.152554635e+06,6.026500000e-03,1.292655421e+00,6.050407254e+00,5.953717759e+00,3.275773566e-01
6.991023883e+06,4.700500000e-03,1.290086297e+00,1.500635836e+00,5.588162038e+00,6.910648627e-01
7.145913324e+06,2.086600000e-03,1.292231306e+00,2.585056024e+00,3.816050708e+00,3.465719494e+00
7.325978562e+06,2.781320000e-02,1.292906749e+00,2.844846538e+00,4.515589145e+00,1.714808679e+00
7.104438089e+06,3.053000000e-03,1.292151021e+00,3.107618074e+00,3.127319351e+00,3.157988277e+00
7.135404995e+06,2.052800000e-03,1.292297629e+00,1.394294670e+00,3.266076517e+00,4.031806565e+00
6.938538438e+06,1.190100000e-03,1.292454708e+00,6.219723390e+00,4.648838052e+00,3.821037114e+00
7.053773148e+06,4.683200000e-03,1.291856060e+00,3.610939615e+00,5.620885216e+00,6.585825399e-01
7.159180923e+06,2.347800000e-03,1.292128332e+00,3.451919176e+00,3.156188842e+00,3.619592957e+00
7.158891298e+06,2.855000000e-03,1.292171965e+00,3.562134973e+00,4.516435629e+00,2.299963472e+00
6.833485112e+06,1.723900000e-03,1.291383076e+00,2.250406594e+00,5.316416019e+00,9.660345050e-01
7.129299402e+06,3.832700000e-03,1.291782757e+00,3.459898821e+00,4.676138492e+00,1.601404166e+00
7.025938146e+06,4.033900000e-03,1.291833371e+00,2.427606382e+00,4.600005485e+00,2.662025044e+00
7.068711801e+06,1.761000000e-03,1.291983469e+00,3.590962576e-01,1.770681905e+00,1.085156717e+00
7.337816866e+06,2.644365000e-02,1.289454487e+00,5.748201749e+00,6.135188368e+00,1.319978551e+00
7.155570952e+06,6.035200000e-03,1.290693671e+00,4.837550032e+00,1.419600199e+00,1.693239900e+00
7.103015666e+06,1.880400000e-03,1.292210362e+00,6.171170076e+00,2.145166730e+00,5.105437128e-01
7.139650733e+06,2.234400000e-03,1.292493106e+00,2.386015186e+00,3.331999348e+00,3.380442707e+00
7.134177240e+06,1.896600000e-03,1.291964271e+00,2.045393238e+00,3.579190330e+00,2.902814159e+00
7.151575243e+06,2.190100000e-03,1.292356970e+00,3.192095501e+00,3.880629636e+00,2.942475021e+00
7.394033220e+06,3.481940000e-02,1.287428160e+00,3.776712732e+00,1.304841310e+00,5.557411082e+00
7.560138637e+06,5.453880000e-02,1.289438779e+00,4.119580919e+00,2.684665455e-02,3.242540752e+00
7.069414544e+06,2.010800000e-03,1.291810682e+00,6.231912770e+00,1.781487238e+00,8.400810742e-01
7.094102995e+06,4.203900000e-03,1.292662403e+00,3.724050913e+00,3.517468507e+00,5.394893003e+00
6.938154935e+06,6.695000000e-04,1.291866532e+00,3.641978550e-02,1.775348915e-02,6.267526213e+00
7.153430571e+06,5.383100000e-03,1.292402348e+00,4.844595926e+00,5.396737816e+00,8.801276539e-01
7.382164406e+06,3.401910000e-02,1.290793155e+00,5.344435534e+00,4.287331494e+00,1.935214093e+00
7.156146683e+06,2.747900000e-03,1.292233052e+00,3.108338895e+00,4.317373847e+00,2.354178635e+00
7.112970743e+06,7.659000000e-03,1.292178946e+00,4.094132273e+00,5.247602922e+00,1.526220618e+00
7.284321374e+06,2.163170000e-02,1.293028922e+00,4.296897644e+00,5.119775008e+00,3.330262746e+00
7.453113445e+06,4.250180000e-02,1.288824424e+00,2.186368718e+00,4.570879430e+00,1.629744822e+00
7.199536910e+06,1.252063000e-02,1.292578627e+00,5.355823808e+00,5.889728753e+00,3.024503750e+00
7.427768065e+06,3.763060000e-02,1.290351587e+00,1.051768569e+00,7.223132376e-01,5.034070615e-01
7.092435976e+06,1.512900000e-03,1.292210362e+00,8.559967316e-01,1.970672202e+00,8.460675535e-01
7.134851458e+06,2.046500000e-03,1.292226070e+00,2.255354602e+00,3.441473380e+00,4.012543366e+00
7.002945222e+06,6.832400000e-03,1.292056773e+00,6.197360487e+00,9.551995010e-01,1.850851859e+00
7.127931008e+06,2.163300000e-03,1.292103897e+00,2.378086155e+00,3.394284913e+00,3.888068229e+00
7.142751794e+06,1.711500000e-03,1.292161493e+00,2.172381649e+00,3.723211410e+00,3.719886557e+00
7.008429638e+06,1.587400000e-03,1.291583789e+00,5.820399039e+00,1.272900039e+00,1.477868016e+00
7.077698405e+06,4.577310000e-03,1.292540229e+00,4.654396925e+00,4.287926652e+00,4.637800589e+00
7.004674120e+06,3.282960000e-03,1.291625677e+00,1.730691176e+00,4.652508479e+00,1.626177369e+00
7.092239650e+06,8.662000000e-04,1.292255741e+00,7.961284476e-01,1.940352343e+00,7.935977202e-01
7.135449785e+06,5.696800000e-03,1.292203381e+00,3.657602738e+00,4.706032491e+00,1.567775162e+00
6.953356696e+06,6.275000000e-03,1.290674473e+00,1.774460543e+00,4.810952959e+00,2.661124454e+00
7.276198222e+06,1.846290000e-02,1.291372604e+00,1.583886296e+00,4.587271562e+00,2.698694412e+00
7.298934104e+06,2.393750000e-02,1.291435436e+00,5.802785176e+00,2.839102660e+00,5.493010178e+00
7.051443675e+06,8.435620000e-03,1.292206872e+00,5.932703995e+00,3.827564645e+00,2.985523567e+00
7.162319001e+06,1.123411000e-02,1.294629389e+00,4.766831036e+00,1.606146225e+00,1.000574571e+00
6.924676639e+06,2.895690000e-03,1.291463361e+00,2.588567627e+00,4.466545393e+00,2.214433612e+00
7.016329208e+06,3.492000000e-03,1.292138804e+00,3.441900986e+00,4.610805582e+00,1.667480586e+00
7.005301198e+06,8.546500000e-03,1.291847334e+00,4.527286341e+00,3.720169301e-02,3.094081301e+00
7.069928879e+06,3.985600000e-03,1.292056773e+00,2.020412341e+00,3.083159030e+00,4.191333150e+00
7.102837831e+06,4.916490000e-03,1.291683273e+00,4.414728312e+00,5.606711397e+00,3.520189475e+00
7.053005950e+06,5.088500000e-03,1.291735633e+00,2.909467354e+00,5.249039328e+00,1.027447405e+00
7.029581914e+06,1.250300000e-03,1.291878750e+00,1.008540254e+00,1.734237685e+00,1.007955568e+00
7.064874982e+06,1.251600000e-03,1.292171965e+00,5.382684425e+00,8.626080388e-01,1.196154422e+00
7.052715183e+06,2.066390000e-03,1.291587280e+00,5.045532192e+00,1.000534428e+00,1.619340915e+00
7.078504865e+06,2.067270000e-03,1.291957290e+00,5.369065621e+00,1.290506921e+00,1.330117168e+00
7.147554127e+06,1.773800000e-03,1.292405839e+00,2.634447097e+00,3.666666232e+00,3.601071523e+00
6.979435728e+06,5.257000000e-04,1.291625677e+00,3.822864474e-01,1.071152195e+00,1.564336863e+00
7.137462269e+06,7.887400000e-03,1.294704438e+00,6.123004224e+00,3.258447683e+00,5.691167880e+00
7.086024829e+06,1.377750000e-02,1.291632658e+00,2.616988568e+00,4.735526810e+00,1.818928041e+00
7.141506268e+06,1.256960000e-02,1.291805446e+00,6.086401179e+00,1.915641971e+00,7.210007500e-01
7.434040244e+06,3.924040000e-02,1.292463435e+00,3.429584197e+00,1.983566695e-01,3.046664196e-01
6.820215788e+06,2.300900000e-03,1.290931036e+00,2.621999409e+00,5.365274766e+00,9.163624345e-01
7.211541206e+06,1.054500000e-02,1.291648366e+00,3.121469007e+00,4.689560074e+00,2.061177996e+00
6.959082410e+06,1.213300000e-03,1.292658912e+00,3.353697282e+00,4.934209856e+00,1.348675254e+00
7.394877059e+06,3.369028000e-02,1.290197998e+00,4.829116601e+00,4.406776592e+00,4.587639827e+00
7.102389044e+06,1.390300000e-03,1.292058519e+00,3.468841888e-01,2.426375925e+00,2.392811498e-01
7.017258407e+06,5.536700000e-03,1.290744286e+00,5.943114884e+00,9.637533597e-02,2.595603049e+00
7.255101532e+06,1.882530000e-02,1.289264246e+00,1.128481025e+00,1.182868975e+00,5.577897756e-02
6.971664251e+06,3.263200000e-03,1.291454635e+00,4.564437420e-01,3.333723734e+00,5.573913170e+00
7.342612692e+06,2.880280000e-02,1.292903258e+00,3.257166611e+00,4.855423949e+00,1.902124396e+00
7.036254366e+06,2.319500000e-03,1.291885731e+00,5.383986441e+00,3.635604608e+00,4.691809803e+00
7.213674891e+06,1.544389000e-02,1.291178873e+00,5.948994898e+00,2.616716297e+00,1.884257460e-02
7.271967971e+06,2.082660000e-02,1.291423219e+00,3.296951392e+00,6.132282395e+00,2.786412915e+00
6.883708913e+06,1.252600000e-03,1.292028848e+00,2.562555240e+00,5.350584329e+00,2.023124582e+00
7.123344595e+06,3.725300000e-03,1.292212108e+00,1.337835014e+00,2.786254090e+00,6.123728536e+00
7.104283884e+06,1.035700000e-03,1.292201636e+00,1.521361621e+00,2.214822821e+00,5.238314280e+00
7.130843323e+06,3.019620000e-03,1.291854315e+00,2.015834342e+00,3.772440166e+00,3.049519554e+00
7.017931445e+06,4.951200000e-04,1.292074227e+00,5.972153672e+00,5.963715005e+00,2.940523742e+00
7.077072556e+06,8.099010000e-03,1.292658912e+00,2.959181312e+00,3.958455613e+00,4.422987210e+00
6.858922788e+06,2.736960000e-03,1.286867909e+00,1.858266017e+00,5.176657033e+00,1.103728766e+00
7.110162825e+06,1.885500000e-02,1.290630839e+00,3.280595911e+00,4.668951226e+00,1.578563042e+00
7.170836911e+06,9.047700000e-03,1.292077717e+00,2.322858701e+00,3.418450742e+00,3.870075630e+00
7.044021181e+06,1.041793000e-02,1.292149276e+00,5.651557632e+00,1.146168192e+00,1.488017106e+00
7.062808236e+06,2.507500000e-03,1.291822899e+00,4.815445437e+00,3.448229550e-01,5.942083394e+00
7.137061690e+06,6.134000000e-03,1.292451218e+00,2.957641932e+00,3.905818228e+00,2.370879691e+00
7.173071520e+06,6.724800000e-03,1.292849153e+00,7.624156678e-01,1.476408921e-01,6.139497586e+00
7.261076341e+06,1.798630000e-02,1.288583568e+00,5.839204961e+00,7.641976490e-01,1.375576014e+00
7.225897127e+06,1.501140000e-02,1.291705962e+00,4.589221095e-01,2.594864775e+00,3.706112419e+00
7.305043245e+06,2.774510000e-02,1.292573391e+00,4.299211951e+00,1.098056446e-01,2.853037368e-01
7.105600087e+06,5.010700000e-03,1.292241778e+00,4.905638816e+00,6.728436253e-01,5.618581381e+00
6.942300829e+06,2.025620000e-03,1.292055028e+00,4.956330159e+00,5.373483049e+00,3.590836912e+00
6.939058067e+06,2.093570000e-03,1.292311591e+00,5.292585293e+00,5.309282858e+00,9.725131672e-01
6.901017612e+06,5.725900000e-03,1.292088189e+00,5.627325481e-01,1.566902497e+00,4.729819584e+00
7.140143244e+06,3.530500000e-03,1.292578627e+00,2.513347427e+00,3.368242856e+00,2.915377039e+00
7.269704863e+06,1.911190000e-02,1.292922457e+00,2.239086388e+00,3.167568389e+00,3.116650153e+00
6.812581635e+06,1.328970000e-03,1.291217270e+00,4.936290289e+00,1.615640817e+00,4.672310985e+00
7.110917650e+06,7.388800000e-03,1.291807191e+00,5.959126534e+00,1.906014735e+00,4.393182223e+00
7.375612010e+06,3.266990000e-02,1.293042884e+00,5.916163509e+00,1.624288923e+00,4.726175336e+00
7.247753894e+06,2.001030000e-02,1.292889295e+00,3.493210175e+00,4.497732681e+00,4.578274390e+00
7.332129332e+06,3.171302000e-02,1.291634404e+00,5.619951465e+00,2.903749655e+00,3.396794697e+00
7.079752337e+06,7.415480000e-03,1.291149202e+00,5.088640079e+00,1.769889525e+00,8.459139646e-01
6.892407608e+06,3.016800000e-03,1.292283666e+00,3.775374065e+00,8.198841241e-01,5.993912692e+00
7.160374709e+06,6.901270000e-03,1.291150947e+00,4.910757867e+00,1.361693665e+00,8.518603013e-01
7.035001152e+06,3.796070000e-03,1.292151021e+00,1.452370501e+00,2.266831887e+00,5.093040054e+00
7.432740157e+06,3.800179000e-02,1.290037427e+00,1.516415358e+00,1.781230675e+00,5.118556768e+00
7.117539425e+06,2.077300000e-03,1.292056773e+00,1.999295602e+00,3.152668513e+00,4.080630406e+00
7.025775791e+06,1.590120000e-03,1.292084699e+00,5.577128066e+00,2.920267451e-01,5.994115150e+00
7.075763440e+06,1.551300000e-03,1.291976488e+00,9.464623828e-01,2.105758941e+00,5.385260531e+00
7.142900598e+06,2.383210000e-03,1.292229561e+00,2.918696655e+00,3.818679174e+00,2.967407049e+00
7.005970126e+06,5.555000000e-04,1.291847334e+00,5.969310530e+00,1.629648829e-01,2.037673647e+00
7.025779947e+06,1.125600000e-03,1.291866532e+00,9.534733704e-03,1.079468689e+00,1.603917440e+00
7.114210082e+06,1.211140000e-03,1.292175456e+00,1.197500070e+00,2.742558027e+00,4.761090648e+00
7.133868011e+06,1.926900000e-03,1.292091680e+00,1.807257025e+00,3.469794838e+00,3.135775471e+00
7.189647908e+06,7.208900000e-03,1.292281921e+00,4.547472819e-01,1.437243732e+00,1.190358183e+00
7.186612742e+06,1.596340000e-02,1.291353406e+00,1.181638518e+00,4.193340278e+00,3.359380074e+00
7.272046146e+06,1.920970000e-02,1.290779192e+00,1.602830100e+00,5.559372832e+00,1.786304347e+00
7.102461109e+06,5.770100000e-03,1.292248759e+00,8.841925257e-01,1.180071212e+00,5.115785185e+00
7.098687649e+06,5.996200000e-03,1.291740869e+00,5.918849571e+00,5.985292510e-01,6.034248996e-01
7.033269928e+06,6.697270000e-03,1.292704290e+00,4.588168662e+00,4.638907128e+00,4.510002346e+00
7.084204315e+06,6.128000000e-04,1.292177201e+00,1.178620844e-02,2.302790906e+00,3.319389344e-01
7.118254226e+06,2.519170000e-03,1.292433764e+00,1.583971817e+00,2.563244645e+00,5.784680876e+00
7.124420172e+06,5.001000000e-03,1.291880495e+00,2.391533917e+00,4.071987535e+00,2.205188603e+00
7.129118998e+06,1.789100000e-03,1.292297629e+00,2.335072516e+00,3.118344868e+00,4.261790346e+00
7.319969777e+06,2.510860000e-02,1.290232904e+00,5.122401728e+00,3.893133175e+00,2.900218854e+00
7.087731982e+06,7.037230000e-03,1.292306355e+00,3.273851959e+00,5.212118633e+00,3.092411021e+00
7.196324232e+06,1.443090000e-02,1.286913288e+00,5.832895596e+00,3.193317231e+00,5.914247138e+00
7.245935816e+06,1.820705000e-02,1.291877004e+00,2.359435567e+00,4.362014133e+00,1.888814515e+00
7.035872090e+06,2.235500000e-03,1.292484379e+00,5.586460342e+00,5.907176809e+00,2.377237925e+00
7.180205303e+06,1.140070000e-02,1.290894384e+00,2.562666941e+00,5.601735463e+00,1.202423644e+00
7.205271451e+06,1.882340000e-02,1.289424817e+00,3.715631445e+00,3.394352981e+00,3.363783539e+00
7.441859537e+06,3.989712000e-02,1.291634404e+00,3.116868319e+00,1.231673617e+00,1.335923879e+00
7.055523258e+06,9.214900000e-03,1.292290647e+00,1.063708366e+00,2.414313954e+00,3.883249375e+00
7.100494818e+06,7.059900000e-03,1.292421547e+00,1.461034315e+00,1.809320004e+00,4.489632608e+00
7.195569308e+06,1.066450000e-02,1.292273194e+00,3.083982826e+00,4.247014389e+00,2.562314384e+00
7.028974803e+06,2.894100000e-03,1.292370933e+00,3.187428490e+00,4.505930493e+00,2.314706269e+00
7.084468140e+06,4.534120000e-03,1.292391876e+00,4.505183492e+00,6.014874096e+00,2.893811750e+00
7.040925701e+06,2.913900000e-03,1.292315082e+00,5.063889565e+00,5.895648909e+00,3.511642598e+00
7.068611521e+06,4.910330000e-03,1.292430274e+00,5.636373268e+00,2.169461714e-01,2.399215111e+00
7.095300150e+06,1.815530000e-03,1.288730176e+00,5.301931531e+00,3.668113110e+00,3.687416452e+00
7.274464238e+06,2.083680000e-02,1.291578553e+00,3.731948528e+00,2.873894053e-01,2.442919901e-01
7.044396556e+06,8.545200000e-04,1.292046301e+00,6.214620048e+00,9.255044691e-01,1.725839160e+00
7.148122969e+06,2.742500000e-03,1.291723415e+00,3.078488529e+00,4.014974610e+00,4.310272102e+00
7.169604482e+06,2.645900000e-03,1.292151021e+00,4.091353709e+00,4.675028462e+00,4.254615298e+00
7.066468857e+06,4.327000000e-04,1.292329045e+00,6.130647021e+00,1.115193834e+00,1.546846919e+00
6.990963398e+06,2.307500000e-03,1.292622260e+00,2.561328273e+00,3.439289973e+00,3.825112458e+00
7.072948781e+06,1.685750000e-03,1.292229561e+00,5.322906898e+00,9.593359313e-01,1.766854398e+00
7.053587582e+06,1.659640000e-03,1.292056773e+00,5.460044399e+00,7.987621495e-01,1.932388405e+00
7.076929706e+06,1.144800000e-03,1.292093425e+00,1.868985829e-01,1.755731414e+00,8.982581341e-01
7.251840746e+06,2.210261000e-02,1.293072555e+00,1.699160057e+00,2.630247835e+00,4.236840864e+00
7.281680661e+06,2.182420000e-02,1.290180544e+00,3.493494664e+00,2.173310165e+00,4.692579493e+00
7.230156586e+06,1.623580000e-02,1.289342786e+00,3.602682462e+00,2.066534412e+00,4.791859057e+00
7.071754837e+06,4.403500000e-03,1.292009649e+00,3.625354289e+00,5.891311766e+00,3.905401094e-01
7.034171011e+06,4.420240000e-03,1.291821154e+00,1.970286485e+00,4.455514912e+00,1.821162063e+00
6.991129590e+06,1.556700000e-03,1.291814173e+00,3.737948970e+00,5.534334338e+00,1.274216018e+00
7.112331493e+06,3.820360000e-03,1.292370933e+00,5.547103167e+00,1.569986494e+00,1.056224394e+00
7.115241770e+06,4.549300000e-03,1.291847334e+00,1.336154262e-01,2.415556629e+00,2.279085844e-01
7.063938885e+06,3.856660000e-03,1.293400677e+00,1.117773430e+00,6.116389427e+00,6.982521285e-01
6.938040905e+06,4.901200000e-03,1.291739123e+00,3.707177070e+00,5.608929711e+00,6.702151594e-01
7.134650470e+06,2.975400000e-03,1.292046301e+00,1.636563824e+00,3.449060327e+00,3.380908710e+00
7.447700222e+06,4.061252000e-02,1.290262575e+00,3.192839011e+00,3.328746055e+00,3.489709045e+00
7.386791819e+06,3.457250000e-02,1.291641385e+00,6.023981224e+00,3.597404586e+00,2.656668629e+00
7.420064703e+06,3.857256000e-02,1.293411149e+00,3.194319050e+00,5.065736123e+00,1.147704082e+00
7.204283624e+06,9.695500000e-03,1.292664148e+00,3.201199138e+00,3.858650705e+00,2.975184236e+00
7.141991035e+06,3.776600000e-03,1.292002668e+00,4.009312762e+00,4.363047368e+00,1.915052050e+00
7.067498181e+06,5.139100000e-03,1.291664074e+00,3.235030600e+00,5.836770227e+00,4.440135070e-01
7.186810423e+06,9.820000000e-03,1.292470416e+00,1.995359885e+00,2.801834644e+00,5.739558878e+00
7.081996171e+06,9.392000000e-04,1.291880495e+00,5.543218064e-01,2.052578759e+00,6.037058976e-01
